score_id,industry_l1_id,industry_l2_id,industry_l3_id
BVU-7310608C1-thpt-G030-2025-7540.06298828125,731,06,08
BVU-7310608C1-thpt-G036-2025-7540.06640625,731,06,08
BVU-7310608C2-thpt-G035-2025-7664.443115234375,731,06,08
BVU-7310608C2-thpt-G034-2025-7664.462158203125,731,06,08
BVU-7310608C2-thpt-G030-2025-7664.4677734375,731,06,08
BVU-7310608C2-thpt-G036-2025-7664.471435546875,731,06,08
BVU-7310608C3-thpt-G035-2025-7825.467041015625,731,06,08
BVU-7310608C3-thpt-G034-2025-7825.481201171875,731,06,08
BVU-7310608C3-thpt-G030-2025-7825.486572265625,731,06,08
BVU-7310608C3-thpt-G036-2025-7825.490234375,731,06,08
BVU-7310608C4-thpt-G035-2025-7930.8427734375,731,06,08
BVU-7310608C4-thpt-G034-2025-7930.860107421875,731,06,08
BVU-7310608C4-thpt-G030-2025-7930.865234375,731,06,08
BVU-7310608C4-thpt-G036-2025-7930.868896484375,731,06,08
BVU-7310608C5-thpt-G035-2025-8017.52685546875,731,06,08
BVU-7310608C5-thpt-G034-2025-8017.5361328125,731,06,08
BVU-7310608C5-thpt-G030-2025-8017.53857421875,731,06,08
BVU-7310608C5-thpt-G036-2025-8017.539794921875,731,06,08
BVU-7310608CT1-thpt-G010-2025-8090.910888671875,731,06,08
BVU-7310608CT1-thpt-G035-2025-8090.927490234375,731,06,08
BVU-7310608CT1-thpt-G034-2025-8090.931884765625,731,06,08
BVU-7310608CT1-thpt-G030-2025-8090.935546875,731,06,08
BVU-7310608CT2-thpt-G010-2025-8174.577392578125,731,06,08
BVU-7310608CT2-thpt-G035-2025-8174.591552734375,731,06,08
BVU-7310608CT2-thpt-G034-2025-8174.595458984375,731,06,08
BVU-7310608CT2-thpt-G030-2025-8174.59814453125,731,06,08
BVU-7320104-thpt-G001-2025-8250.845703125,732,01,04
BVU-7320104-thpt-G010-2025-8250.856201171875,732,01,04
BVU-7320104-thpt-G035-2025-8250.859130859375,732,01,04
BVU-7320104-thpt-G034-2025-8250.861572265625,732,01,04
BVU-7320108-thpt-G001-2025-8323.272216796875,732,01,08
BVU-7320108-thpt-G010-2025-8323.289306640625,732,01,08
BVU-7320108-thpt-G035-2025-8323.293701171875,732,01,08
BVU-7320108-thpt-G034-2025-8323.297119140625,732,01,08
BVU-7340101-thpt-G001-2025-8481.604248046875,734,01,01
BVU-7340101-thpt-G010-2025-8481.619140625,734,01,01
BVU-7340101-thpt-G035-2025-8481.624267578125,734,01,01
BVU-7340101-thpt-G034-2025-8481.62744140625,734,01,01
BVU-7340101C1-thpt-G001-2025-8574.33154296875,734,01,01
BVU-7340101C1-thpt-G010-2025-8574.34619140625,734,01,01
BVU-7340101C1-thpt-G035-2025-8574.35107421875,734,01,01
BVU-7340101C1-thpt-G034-2025-8574.35400390625,734,01,01
BVU-7340101C2-thpt-G001-2025-8644.4716796875,734,01,01
BVU-7340101C2-thpt-G010-2025-8644.481201171875,734,01,01
BVU-7340101C2-thpt-G035-2025-8644.483642578125,734,01,01
BVU-7340101C2-thpt-G034-2025-8644.485107421875,734,01,01
BVU-7340101C3-thpt-G001-2025-8736.96728515625,734,01,01
BVU-7340101C3-thpt-G010-2025-8736.992919921875,734,01,01
BVU-7340101C3-thpt-G035-2025-8737.001708984375,734,01,01
BVU-7340101C3-thpt-G034-2025-8737.0078125,734,01,01
BVU-7340101C4-thpt-G001-2025-8852.391357421875,734,01,01
BVU-7340101C4-thpt-G010-2025-8852.40576171875,734,01,01
BVU-7340101C4-thpt-G035-2025-8852.410400390625,734,01,01
BVU-7340101C4-thpt-G034-2025-8852.413818359375,734,01,01
BVU-7340101C5-thpt-G001-2025-8953.718017578125,734,01,01
BVU-7340101C5-thpt-G010-2025-8953.7275390625,734,01,01
BVU-7340101C5-thpt-G035-2025-8953.730224609375,734,01,01
BVU-7340101C5-thpt-G034-2025-8953.731689453125,734,01,01
BVU-7340101CT-thpt-G001-2025-9036.99072265625,734,01,01
BVU-7340101CT-thpt-G010-2025-9037.005126953125,734,01,01
BVU-7340101CT-thpt-G035-2025-9037.01025390625,734,01,01
BVU-7340101CT-thpt-G034-2025-9037.01416015625,734,01,01
BVU-7340101QA-thpt-G010-2025-9128.105224609375,734,01,01
BVU-7340101QA-thpt-G035-2025-9128.12548828125,734,01,01
BVU-7340101QA-thpt-G034-2025-9128.130859375,734,01,01
BVU-7340101QA-thpt-G030-2025-9128.134521484375,734,01,01
BVU-7340101QL-thpt-G010-2025-9232.463623046875,734,01,01
BVU-7340101QL-thpt-G035-2025-9232.479736328125,734,01,01
BVU-7340101QL-thpt-G034-2025-9232.484130859375,734,01,01
BVU-7340101QL-thpt-G030-2025-9232.4873046875,734,01,01
BVU-7340115-thpt-G001-2025-9338.569580078125,734,01,15
BVU-7340115-thpt-G010-2025-9338.58203125,734,01,15
BVU-7340115-thpt-G035-2025-9338.585205078125,734,01,15
BVU-7340115-thpt-G034-2025-9338.58740234375,734,01,15
BVU-7340115C1-thpt-G001-2025-9457.811279296875,734,01,15
BVU-7340115C1-thpt-G010-2025-9457.828125,734,01,15
BVU-7340115C1-thpt-G035-2025-9457.833251953125,734,01,15
BVU-7340115C1-thpt-G034-2025-9457.837158203125,734,01,15
BVU-7340115C2-thpt-G001-2025-9564.234130859375,734,01,15
BVU-7340115C2-thpt-G010-2025-9564.25,734,01,15
BVU-7340115C2-thpt-G035-2025-9564.254638671875,734,01,15
BVU-7340115C2-thpt-G034-2025-9564.258056640625,734,01,15
BVU-7340115C3-thpt-G001-2025-9682.5458984375,734,01,15
BVU-7340115C3-thpt-G010-2025-9682.562255859375,734,01,15
BVU-7340115C3-thpt-G035-2025-9682.56689453125,734,01,15
BVU-7340115C3-thpt-G034-2025-9682.5703125,734,01,15
BVU-7340115C4-thpt-G001-2025-9785.393310546875,734,01,15
BVU-7340115C4-thpt-G010-2025-9785.403076171875,734,01,15
BVU-7340115C4-thpt-G035-2025-9785.40576171875,734,01,15
BVU-7340115C4-thpt-G034-2025-9785.407470703125,734,01,15
BVU-7340120-thpt-G001-2025-9878.4580078125,734,01,20
BVU-7340120-thpt-G010-2025-9878.476318359375,734,01,20
BVU-7340120-thpt-G035-2025-9878.4814453125,734,01,20
BVU-7340120-thpt-G034-2025-9878.484619140625,734,01,20
BVU-7340120C1-thpt-G001-2025-9978.070068359375,734,01,20
BVU-7340120C1-thpt-G010-2025-9978.0859375,734,01,20
BVU-7340120C1-thpt-G035-2025-9978.090576171875,734,01,20
BVU-7340120C1-thpt-G034-2025-9978.093994140625,734,01,20
BVU-7340120KL-thpt-G010-2025-10067.494384765625,734,01,20
BVU-7340120KL-thpt-G035-2025-10067.510986328125,734,01,20
BVU-7340120KL-thpt-G034-2025-10067.515380859375,734,01,20
BVU-7340120KL-thpt-G030-2025-10067.51904296875,734,01,20
BVU-7340122-thpt-G001-2025-10150.792236328125,734,01,22
BVU-7340122-thpt-G010-2025-10150.806396484375,734,01,22
BVU-7340122-thpt-G035-2025-10150.809814453125,734,01,22
BVU-7340122-thpt-G034-2025-10150.812255859375,734,01,22
BVU-7340201-thpt-G001-2025-10234.3916015625,734,02,01
BVU-7340201-thpt-G010-2025-10234.40234375,734,02,01
BVU-7340201-thpt-G035-2025-10234.404541015625,734,02,01
BVU-7340201-thpt-G034-2025-10234.406005859375,734,02,01
BVU-7340201C1-thpt-G001-2025-10311.44384765625,734,02,01
BVU-7340201C1-thpt-G010-2025-10311.4541015625,734,02,01
BVU-7340201C1-thpt-G035-2025-10311.456298828125,734,02,01
BVU-7340201C1-thpt-G034-2025-10311.4580078125,734,02,01
BVU-7340201C2-thpt-G001-2025-10384.92822265625,734,02,01
BVU-7340201C2-thpt-G010-2025-10384.943359375,734,02,01
BVU-7340201C2-thpt-G035-2025-10384.94775390625,734,02,01
BVU-7340201C2-thpt-G034-2025-10384.951171875,734,02,01
BVU-7340201TL-thpt-G010-2025-10469.246826171875,734,02,01
BVU-7340201TL-thpt-G035-2025-10469.25634765625,734,02,01
BVU-7340201TL-thpt-G030-2025-10469.258544921875,734,02,01
BVU-7340201TL-thpt-G034-2025-10469.260009765625,734,02,01
BVU-7340301-thpt-G001-2025-10571.74267578125,734,03,01
BVU-7340301-thpt-G010-2025-10571.757568359375,734,03,01
BVU-7340301-thpt-G035-2025-10571.7626953125,734,03,01
BVU-7340301-thpt-G034-2025-10571.765869140625,734,03,01
BVU-7340301C1-thpt-G001-2025-10656.742431640625,734,03,01
BVU-7340301C1-thpt-G010-2025-10656.763427734375,734,03,01
BVU-7340301C1-thpt-G035-2025-10656.769287109375,734,03,01
BVU-7340301C1-thpt-G034-2025-10656.773193359375,734,03,01
BVU-7340301C2-thpt-G001-2025-10742.219482421875,734,03,01
BVU-7340301C2-thpt-G010-2025-10742.23486328125,734,03,01
BVU-7340301C2-thpt-G035-2025-10742.239013671875,734,03,01
BVU-7340301C2-thpt-G034-2025-10742.24267578125,734,03,01
BVU-7340301C3-thpt-G001-2025-10830.0185546875,734,03,01
BVU-7340301C3-thpt-G010-2025-10830.036865234375,734,03,01
BVU-7340301C3-thpt-G035-2025-10830.042724609375,734,03,01
BVU-7340301C3-thpt-G034-2025-10830.04638671875,734,03,01
BVU-7340301KL-thpt-G010-2025-10910.439208984375,734,03,01
BVU-7340301KL-thpt-G035-2025-10910.449462890625,734,03,01
BVU-7340301KL-thpt-G034-2025-10910.451904296875,734,03,01
BVU-7340301KL-thpt-G030-2025-10910.45361328125,734,03,01
BVU-7340301TN-thpt-G001-2025-10985.054931640625,734,03,01
BVU-7340301TN-thpt-G010-2025-10985.0703125,734,03,01
BVU-7340301TN-thpt-G035-2025-10985.0751953125,734,03,01
BVU-7340301TN-thpt-G034-2025-10985.078857421875,734,03,01
BVU-7380101-thpt-G010-2025-11059.14111328125,738,01,01
BVU-7380101-thpt-G035-2025-11059.151611328125,738,01,01
BVU-7380101-thpt-G034-2025-11059.154296875,738,01,01
BVU-7380101-thpt-G030-2025-11059.156005859375,738,01,01
BVU-7380101C1-thpt-G010-2025-11131.794189453125,738,01,01
BVU-7380101C1-thpt-G035-2025-11131.8095703125,738,01,01
BVU-7380101C1-thpt-G034-2025-11131.814697265625,738,01,01
BVU-7380101C1-thpt-G030-2025-11131.81787109375,738,01,01
BVU-7380101LA-thpt-G010-2025-11220.698974609375,738,01,01
BVU-7380101LA-thpt-G035-2025-11220.71630859375,738,01,01
BVU-7380101LA-thpt-G034-2025-11220.72265625,738,01,01
BVU-7380101LA-thpt-G030-2025-11220.726806640625,738,01,01
BVU-7480201-thpt-G001-2025-11345.380126953125,748,02,01
BVU-7480201-thpt-G010-2025-11345.398193359375,748,02,01
BVU-7480201-thpt-G034-2025-11345.40380859375,748,02,01
BVU-7480201-thpt-G007-2025-11345.407958984375,748,02,01
BVU-7480201C1-thpt-G001-2025-11440.840576171875,748,02,01
BVU-7480201C1-thpt-G010-2025-11440.850830078125,748,02,01
BVU-7480201C1-thpt-G034-2025-11440.852783203125,748,02,01
BVU-7480201C1-thpt-G007-2025-11440.8544921875,748,02,01
BVU-7480201C2-thpt-G001-2025-11532.1787109375,748,02,01
BVU-7480201C2-thpt-G010-2025-11532.194580078125,748,02,01
BVU-7480201C2-thpt-G034-2025-11532.199462890625,748,02,01
BVU-7480201C2-thpt-G007-2025-11532.203125,748,02,01
BVU-7480201C3-thpt-G001-2025-11622.863037109375,748,02,01
BVU-7480201C3-thpt-G010-2025-11622.8779296875,748,02,01
BVU-7480201C3-thpt-G034-2025-11622.88330078125,748,02,01
BVU-7480201C3-thpt-G007-2025-11622.886962890625,748,02,01
BVU-7480201CT-thpt-G001-2025-11710.56005859375,748,02,01
BVU-7480201CT-thpt-G010-2025-11710.57177734375,748,02,01
BVU-7480201CT-thpt-G034-2025-11710.57470703125,748,02,01
BVU-7480201CT-thpt-G007-2025-11710.57666015625,748,02,01
BVU-7510102-thpt-G001-2025-11791.345703125,751,01,02
BVU-7510102-thpt-G010-2025-11791.361328125,751,01,02
BVU-7510102-thpt-G034-2025-11791.3662109375,751,01,02
BVU-7510102-thpt-G007-2025-11791.36962890625,751,01,02
BVU-7510102NB-thpt-G001-2025-11898.098388671875,751,01,02
BVU-7510102NB-thpt-G010-2025-11898.108642578125,751,01,02
BVU-7510102NB-thpt-G035-2025-11898.111083984375,751,01,02
BVU-7510102NB-thpt-G034-2025-11898.11328125,751,01,02
BVU-7510201-thpt-G001-2025-11979.552734375,751,02,01
BVU-7510201-thpt-G010-2025-11979.571044921875,751,02,01
BVU-7510201-thpt-G034-2025-11979.576416015625,751,02,01
BVU-7510201-thpt-G007-2025-11979.579833984375,751,02,01
BVU-7510201C1-thpt-G001-2025-12066.146728515625,751,02,01
BVU-7510201C1-thpt-G010-2025-12066.22705078125,751,02,01
BVU-7510201C1-thpt-G034-2025-12066.229736328125,751,02,01
BVU-7510201C1-thpt-G007-2025-12066.23095703125,751,02,01
BVU-7510201NB-thpt-G001-2025-12181.515625,751,02,01
BVU-7510201NB-thpt-G010-2025-12181.529052734375,751,02,01
BVU-7510201NB-thpt-G035-2025-12181.53466796875,751,02,01
BVU-7510201NB-thpt-G034-2025-12181.537841796875,751,02,01
BVU-7510205-thpt-G001-2025-12296.923828125,751,02,05
BVU-7510205-thpt-G010-2025-12296.93408203125,751,02,05
BVU-7510205-thpt-G034-2025-12296.9365234375,751,02,05
BVU-7510205-thpt-G007-2025-12296.939697265625,751,02,05
BVU-7510205C1-thpt-G001-2025-12397.36083984375,751,02,12
BVU-7510205C1-thpt-G001-2025-12397.36083984375,751,02,05
BVU-7510205C1-thpt-G010-2025-12397.370361328125,751,02,12
BVU-7510205C1-thpt-G010-2025-12397.370361328125,751,02,05
BVU-7510205C1-thpt-G034-2025-12397.373046875,751,02,12
BVU-7510205C1-thpt-G034-2025-12397.373046875,751,02,05
BVU-7510205C1-thpt-G007-2025-12397.37451171875,751,02,12
BVU-7510205C1-thpt-G007-2025-12397.37451171875,751,02,05
BVU-7510205NB-thpt-G001-2025-12490.032470703125,751,02,05
BVU-7510205NB-thpt-G010-2025-12490.04736328125,751,02,05
BVU-7510205NB-thpt-G035-2025-12490.052001953125,751,02,05
BVU-7510205NB-thpt-G034-2025-12490.0556640625,751,02,05
BVU-7510301-thpt-G001-2025-12573.5439453125,751,03,01
BVU-7510301-thpt-G010-2025-12573.55859375,751,03,01
BVU-7510301-thpt-G034-2025-12573.56298828125,751,03,01
BVU-7510301-thpt-G007-2025-12573.566650390625,751,03,01
BVU-7510301C1-thpt-G001-2025-12656.5771484375,751,03,01
BVU-7510301C1-thpt-G010-2025-12656.5888671875,751,03,01
BVU-7510301C1-thpt-G034-2025-12656.591552734375,751,03,01
BVU-7510301C1-thpt-G007-2025-12656.5927734375,751,03,01
BVU-7510301C2-thpt-G001-2025-12743.290771484375,751,03,01
BVU-7510301C2-thpt-G010-2025-12743.302490234375,751,03,01
BVU-7510301C2-thpt-G034-2025-12743.306640625,751,03,01
BVU-7510301C2-thpt-G007-2025-12743.31005859375,751,03,01
BVU-7510301NB-thpt-G001-2025-12843.04638671875,751,03,01
BVU-7510301NB-thpt-G010-2025-12843.0595703125,751,03,01
BVU-7510301NB-thpt-G035-2025-12843.06201171875,751,03,01
BVU-7510301NB-thpt-G034-2025-12843.06396484375,751,03,01
BVU-7510605-thpt-G001-2025-12943.915771484375,751,06,05
BVU-7510605-thpt-G010-2025-12943.9306640625,751,06,05
BVU-7510605-thpt-G035-2025-12943.935302734375,751,06,05
BVU-7510605-thpt-G034-2025-12943.9384765625,751,06,05
BVU-7510605C1-thpt-G001-2025-13062.85302734375,751,06,05
BVU-7510605C1-thpt-G010-2025-13062.86767578125,751,06,05
BVU-7510605C1-thpt-G035-2025-13062.872314453125,751,06,05
BVU-7510605C1-thpt-G034-2025-13062.875,751,06,05
BVU-7510605C2-thpt-G001-2025-13156.263671875,751,06,05
BVU-7510605C2-thpt-G010-2025-13156.278564453125,751,06,05
BVU-7510605C2-thpt-G035-2025-13156.283447265625,751,06,05
BVU-7510605C2-thpt-G034-2025-13156.286376953125,751,06,05
BVU-7510605CT1-thpt-G001-2025-13260.23388671875,751,06,05
BVU-7510605CT1-thpt-G010-2025-13260.244140625,751,06,05
BVU-7510605CT1-thpt-G035-2025-13260.24658203125,751,06,05
BVU-7510605CT1-thpt-G034-2025-13260.24853515625,751,06,05
BVU-7510605CT2-thpt-G001-2025-13422.3935546875,751,06,05
BVU-7510605CT2-thpt-G010-2025-13422.403564453125,751,06,05
BVU-7510605CT2-thpt-G035-2025-13422.406005859375,751,06,05
BVU-7510605CT2-thpt-G034-2025-13422.407470703125,751,06,05
BVU-7510605CT3-thpt-G001-2025-13720.63134765625,751,06,05
BVU-7510605CT3-thpt-G010-2025-13720.640869140625,751,06,05
BVU-7510605CT3-thpt-G035-2025-13720.6435546875,751,06,05
BVU-7510605CT3-thpt-G034-2025-13720.645263671875,751,06,05
BVU-7510605LA-thpt-G010-2025-13832.06494140625,751,06,05
BVU-7510605LA-thpt-G035-2025-13832.074951171875,751,06,05
BVU-7510605LA-thpt-G034-2025-13832.0771484375,751,06,05
BVU-7510605LA-thpt-G030-2025-13832.0791015625,751,06,05
BVU-7510605NB-thpt-G001-2025-13909.3232421875,751,06,05
BVU-7510605NB-thpt-G010-2025-13909.333251953125,751,06,05
BVU-7510605NB-thpt-G035-2025-13909.3359375,751,06,05
BVU-7510605NB-thpt-G034-2025-13909.33740234375,751,06,05
BVU-7510605TN-thpt-G001-2025-14016.778564453125,751,06,05
BVU-7510605TN-thpt-G010-2025-14016.797119140625,751,06,05
BVU-7510605TN-thpt-G035-2025-14016.802978515625,751,06,05
BVU-7510605TN-thpt-G034-2025-14016.806640625,751,06,05
BVU-7720201-thpt-G001-2025-14133.227294921875,772,02,01
BVU-7720201-thpt-G011-2025-14133.244140625,772,02,01
BVU-7720201-thpt-G027-2025-14133.24853515625,772,02,01
BVU-7720201-thpt-G019-2025-14133.252197265625,772,02,01
BVU-7720301-thpt-G001-2025-14229.039794921875,772,03,01
BVU-7720301-thpt-G011-2025-14229.05908203125,772,03,01
BVU-7720301-thpt-G027-2025-14229.0615234375,772,03,01
BVU-7720301-thpt-G019-2025-14229.062744140625,772,03,01
BVU-7720301NB-thpt-G001-2025-14486.10888671875,772,03,01
BVU-7720301NB-thpt-G011-2025-14486.119873046875,772,03,01
BVU-7720301NB-thpt-G027-2025-14486.121826171875,772,03,01
BVU-7720301NB-thpt-G019-2025-14486.124267578125,772,03,01
BVU-7810103-thpt-G001-2025-14579.958984375,781,01,03
BVU-7810103-thpt-G010-2025-14579.9736328125,781,01,03
BVU-7810103-thpt-G035-2025-14579.978515625,781,01,03
BVU-7810103-thpt-G034-2025-14579.98193359375,781,01,03
BVU-7810103C1-thpt-G001-2025-14677.551025390625,781,01,03
BVU-7810103C1-thpt-G010-2025-14677.566162109375,781,01,03
BVU-7810103C1-thpt-G035-2025-14677.570556640625,781,01,03
BVU-7810103C1-thpt-G034-2025-14677.57421875,781,01,03
BVU-7810103DA-thpt-G010-2025-14842.469482421875,781,01,03
BVU-7810103DA-thpt-G035-2025-14842.47900390625,781,01,03
BVU-7810103DA-thpt-G034-2025-14842.4814453125,781,01,03
BVU-7810103DA-thpt-G030-2025-14842.482666015625,781,01,03
BVU-7810103NB-thpt-G001-2025-14932.408447265625,781,01,03
BVU-7810103NB-thpt-G010-2025-14932.423583984375,781,01,03
BVU-7810103NB-thpt-G035-2025-14932.4287109375,781,01,03
BVU-7810103NB-thpt-G034-2025-14932.432373046875,781,01,03
BVU-7810201-thpt-G001-2025-15020.2578125,781,02,01
BVU-7810201-thpt-G010-2025-15020.2734375,781,02,01
BVU-7810201-thpt-G035-2025-15020.27783203125,781,02,01
BVU-7810201-thpt-G034-2025-15020.281005859375,781,02,01
BVU-7810201C1-thpt-G001-2025-15108.87109375,781,02,01
BVU-7810201C1-thpt-G010-2025-15108.88232421875,781,02,01
BVU-7810201C1-thpt-G035-2025-15108.885498046875,781,02,01
BVU-7810201C1-thpt-G034-2025-15108.887939453125,781,02,01
BVU-7810201NB-thpt-G001-2025-15193.9853515625,781,02,01
BVU-7810201NB-thpt-G010-2025-15193.999267578125,781,02,01
BVU-7810201NB-thpt-G035-2025-15194.00390625,781,02,01
BVU-7810201NB-thpt-G034-2025-15194.00732421875,781,02,01
BVU-7810201QA-thpt-G010-2025-15311.767578125,781,02,01
BVU-7810201QA-thpt-G035-2025-15311.7861328125,781,02,01
BVU-7810201QA-thpt-G034-2025-15311.791748046875,781,02,01
BVU-7810201QA-thpt-G030-2025-15311.7958984375,781,02,01
BVU-7840101-thpt-G001-2025-15550.528564453125,784,01,01
BVU-7840101-thpt-G010-2025-15550.55419921875,784,01,01
BVU-7840101-thpt-G035-2025-15550.560302734375,784,01,01
BVU-7840101-thpt-G034-2025-15550.564697265625,784,01,01
BVU-7840101C1-thpt-G001-2025-15652.66796875,784,01,01
BVU-7840101C1-thpt-G010-2025-15652.678955078125,784,01,01
BVU-7840101C1-thpt-G035-2025-15652.681396484375,784,01,01
BVU-7840101C1-thpt-G034-2025-15652.68359375,784,01,01
BVU-7840101C2-thpt-G001-2025-15753.908447265625,784,01,01
BVU-7840101C2-thpt-G010-2025-15753.924072265625,784,01,01
BVU-7840101C2-thpt-G035-2025-15753.929443359375,784,01,01
BVU-7840101C2-thpt-G034-2025-15753.93310546875,784,01,01
BVU-7840104-thpt-G001-2025-15832.93115234375,784,01,04
BVU-7840104-thpt-G010-2025-15832.94873046875,784,01,04
BVU-7840104-thpt-G035-2025-15832.954345703125,784,01,04
BVU-7840104-thpt-G034-2025-15832.958251953125,784,01,04
BVU-7840104C1-thpt-G001-2025-15897.59375,784,01,04
BVU-7840104C1-thpt-G010-2025-15897.602783203125,784,01,04
BVU-7840104C1-thpt-G035-2025-15897.60546875,784,01,04
BVU-7840104C1-thpt-G034-2025-15897.60693359375,784,01,04
BVU-7840104C2-thpt-G001-2025-15992.398193359375,784,01,04
BVU-7840104C2-thpt-G010-2025-15992.411865234375,784,01,04
BVU-7840104C2-thpt-G035-2025-15992.416259765625,784,01,04
BVU-7840104C2-thpt-G034-2025-15992.419189453125,784,01,04
BVU-7220201-thhb-G010-2025-16236.337890625,722,02,01
BVU-7220201-thhb-G034-2025-16236.35400390625,722,02,01
BVU-7220201-thhb-G170-2025-16236.359130859375,722,02,01
BVU-7220201-thhb-G045-2025-16236.36279296875,722,02,01
BVU-7220201C1-thhb-G010-2025-16358.8232421875,722,02,01
BVU-7220201C1-thhb-G034-2025-16358.84521484375,722,02,01
BVU-7220201C1-thhb-G170-2025-16358.847412109375,722,02,01
BVU-7220201C1-thhb-G045-2025-16358.849365234375,722,02,01
BVU-7220201C2-thhb-G010-2025-16494.04248046875,722,02,01
BVU-7220201C2-thhb-G034-2025-16494.062255859375,722,02,01
BVU-7220201C2-thhb-G170-2025-16494.0673828125,722,02,01
BVU-7220201C2-thhb-G045-2025-16494.0712890625,722,02,01
BVU-7220201C3-thhb-G010-2025-16610.64111328125,722,02,01
BVU-7220201C3-thhb-G034-2025-16610.6904296875,722,02,01
BVU-7220201C3-thhb-G170-2025-16610.69677734375,722,02,01
BVU-7220201C3-thhb-G045-2025-16610.700927734375,722,02,01
BVU-7220201CT-thhb-G010-2025-16717.49560546875,722,02,01
BVU-7220201CT-thhb-G035-2025-16717.51416015625,722,02,01
BVU-7220201CT-thhb-G034-2025-16717.51953125,722,02,01
BVU-7220201CT-thhb-G030-2025-16717.524658203125,722,02,01
BVU-7220204-thhb-G035-2025-16823.623291015625,722,02,04
BVU-7220204-thhb-G034-2025-16823.638671875,722,02,04
BVU-7220204-thhb-G030-2025-16823.643310546875,722,02,04
BVU-7220204-thhb-G036-2025-16823.646728515625,722,02,04
BVU-7220204C1-thhb-G035-2025-16916.51220703125,714,02,34
